date,city,PM2_5,PM10,O3,NO2,SO2,temperature,AQI
2023-10-02,深圳,45.9,72.5,67.8,48.7,23.8,14.6,82.0
2023-10-02,杭州,48.2,86.7,57.8,33.0,15.8,14.6,81.0
2023-10-02,成都,49.3,77.8,76.2,35.9,6.5,14.6,90.0
2023-10-02,武汉,50.6,86.7,84.8,24.1,9.5,14.6,95.0
2023-10-02,西安,31.0,45.6,128.7,27.5,17.4,14.6,89.0
2023-10-02,南京,33.7,56.6,62.4,28.5,8.5,14.6,65.0
2023-10-02,重庆,31.1,57.4,95.2,24.3,10.4,14.6,75.0
2023-10-03,北京,46.6,85.8,98.5,31.0,10.4,14.2,95.0
2023-10-03,上海,30.4,57.7,67.3,21.2,11.8,14.2,63.0
2023-10-03,广州,42.0,74.5,115.7,49.4,12.7,14.2,97.0
2023-10-03,深圳,23.8,44.8,113.6,42.3,12.5,14.2,74.0
2023-10-03,杭州,34.6,60.3,135.4,28.6,17.4,14.2,96.0
2023-10-03,成都,24.7,53.8,36.3,40.4,15.3,14.2,44.0
2023-10-03,武汉,38.2,46.9,53.3,27.7,13.4,14.2,67.0
2023-10-03,西安,6.6,26.0,111.0,55.7,13.4,14.2,52.0
2023-10-03,南京,36.7,60.0,97.6,24.3,17.2,14.2,83.0
2023-10-03,重庆,39.4,63.1,54.6,49.9,-1.4,14.2,69.0
2023-10-04,北京,33.1,59.1,,47.4,27.4,13.9,64.0
2023-10-04,上海,27.7,44.2,58.8,16.6,10.2,13.9,57.0
2023-10-04,广州,46.9,83.8,87.9,25.5,-1.1,13.9,91.0
2023-10-04,深圳,57.2,95.2,72.4,21.8,12.3,13.9,98.0
2023-10-04,杭州,38.5,69.5,71.0,57.2,7.9,13.9,75.0
2023-10-04,成都,26.7,43.0,,36.1,-1.2,13.9,51.0
2023-10-04,武汉,37.1,59.8,50.8,24.8,13.7,13.9,65.0
2023-10-04,西安,50.5,82.0,51.1,49.3,1.7,13.9,81.0
2023-10-04,南京,11.3,26.6,72.2,31.2,24.3,13.9,42.0
2023-10-04,重庆,24.0,43.2,74.1,50.5,4.6,13.9,58.0
2023-10-05,北京,34.8,64.1,78.0,-21.7,11.9,13.5,73.0
2023-10-05,上海,47.3,79.5,60.1,38.8,9.8,13.5,81.0
2023-10-05,广州,,82.0,52.5,23.6,13.0,13.5,80.0
2023-10-05,深圳,23.7,49.1,57.6,21.4,13.6,13.5,51.0
2023-10-05,杭州,19.5,41.4,82.9,21.3,7.0,13.5,57.0
2023-10-05,成都,29.4,55.5,81.2,51.8,15.2,13.5,68.0
2023-10-05,武汉,56.0,92.9,65.3,60.8,22.4,13.5,93.0
2023-10-05,西安,32.8,54.5,41.4,41.0,16.7,13.5,56.0
2023-10-05,南京,24.0,42.9,73.9,46.4,18.3,13.5,58.0
2023-10-05,重庆,29.5,46.2,82.0,27.3,12.2,13.5,68.0
2023-10-06,北京,24.9,57.1,51.8,28.6,3.0,13.2,51.0
2023-10-06,上海,51.0,90.8,73.5,23.5,8.8,13.2,91.0
2023-10-06,广州,20.9,45.8,72.6,43.2,20.4,13.2,54.0
2023-10-06,深圳,41.6,66.0,72.9,25.5,4.9,13.2,79.0
2023-10-06,杭州,35.4,61.3,81.2,39.5,14.6,13.2,75.0
2023-10-06,成都,25.7,51.1,93.6,40.7,9.3,13.2,68.0
2023-10-06,武汉,23.9,42.2,73.5,32.3,13.8,13.2,58.0
2023-10-06,西安,26.0,49.9,97.5,27.6,6.6,13.2,70.0
2023-10-06,南京,32.4,54.1,,31.3,12.2,13.2,68.0
2023-10-06,重庆,14.3,31.9,71.5,32.4,13.0,13.2,46.0
2023-10-07,北京,19.7,40.5,63.9,37.7,6.7,12.9,49.0
2023-10-07,上海,50.4,85.3,68.2,28.9,16.9,12.9,88.0
2023-10-07,广州,10.1,23.4,89.6,25.2,6.4,12.9,48.0
2023-10-07,深圳,20.2,44.9,74.0,33.1,0.6,12.9,54.0
2023-10-07,杭州,,44.8,,22.0,12.4,12.9,61.0
2023-10-07,成都,12.0,30.4,47.1,31.5,3.5,12.9,33.0
2023-10-07,武汉,37.8,61.7,79.0,23.8,5.9,12.9,77.0
2023-10-07,西安,27.1,50.0,54.9,28.8,18.8,12.9,54.0
2023-10-07,南京,43.0,76.8,57.5,42.5,14.2,12.9,75.0
2023-10-07,重庆,31.5,51.5,108.1,35.1,6.2,12.9,81.0
2023-10-08,北京,45.7,77.0,59.2,37.2,8.1,12.5,79.0
2023-10-08,上海,49.3,79.9,55.8,36.5,16.7,12.5,81.0
2023-10-08,广州,65.5,110.8,68.0,52.6,18.7,12.5,106.0
2023-10-08,深圳,36.5,63.3,51.8,40.5,6.2,12.5,65.0
2023-10-08,杭州,64.3,107.0,76.5,45.7,3.7,12.5,108.0
2023-10-08,成都,52.2,90.3,90.3,33.1,19.4,12.5,99.0
2023-10-08,武汉,35.6,63.4,,38.2,11.9,12.5,74.0
2023-10-08,西安,14.2,33.2,,30.9,13.7,12.5,53.0
2023-10-08,南京,36.4,66.2,57.4,28.4,16.3,12.5,67.0
2023-10-08,重庆,16.5,37.5,74.7,45.8,14.3,12.5,50.0
2023-10-09,北京,46.5,82.7,43.2,37.0,3.1,12.2,73.0
2023-10-09,上海,42.7,70.6,94.5,28.9,12.9,12.2,89.0
2023-10-09,广州,37.9,67.8,,51.5,5.5,12.2,68.0
2023-10-09,深圳,38.0,65.3,54.5,47.8,14.9,12.2,67.0
2023-10-09,杭州,37.0,60.4,81.1,34.1,8.4,12.2,77.0
2023-10-09,成都,24.3,48.0,46.6,38.8,8.5,12.2,48.0
2023-10-09,武汉,65.6,101.4,61.1,20.2,2.8,12.2,103.0
2023-10-09,西安,44.6,72.8,68.4,38.2,7.4,12.2,81.0
2023-10-09,南京,50.9,94.3,57.2,9.0,6.6,12.2,84.0
2023-10-09,重庆,15.1,30.9,75.4,18.1,14.9,12.2,48.0
2023-10-10,北京,35.5,56.9,73.9,43.4,11.0,11.8,72.0
2023-10-10,上海,69.1,106.8,65.0,17.4,9.3,11.8,109.0
2023-10-10,广州,39.8,75.3,42.9,16.9,27.6,11.8,65.0
2023-10-10,深圳,22.8,29.4,71.6,70.9,11.6,11.8,56.0
2023-10-10,杭州,46.4,85.5,77.0,12.7,17.2,11.8,86.0
2023-10-10,成都,12.5,33.8,53.9,22.9,9.3,11.8,37.0
2023-10-10,武汉,53.5,91.8,44.1,33.5,16.1,11.8,82.0
2023-10-10,西安,33.7,57.5,82.3,35.0,24.3,11.8,73.0
2023-10-10,南京,32.4,60.7,70.2,42.4,12.2,11.8,67.0
2023-10-10,重庆,30.8,55.3,86.0,25.9,11.6,11.8,71.0
2023-10-11,北京,23.6,43.8,53.1,48.3,11.0,11.5,50.0
2023-10-11,上海,42.0,77.7,112.5,48.2,7.9,11.5,95.0
2023-10-11,广州,40.3,71.2,86.4,42.4,12.5,11.5,83.0
2023-10-11,深圳,46.7,85.5,100.7,23.9,9.6,11.5,96.0
2023-10-11,杭州,45.7,70.3,39.1,25.9,9.5,11.5,70.0
2023-10-11,成都,59.0,92.2,28.5,24.0,14.0,11.5,82.0
2023-10-11,武汉,76.6,120.6,59.1,45.0,8.6,11.5,116.0
2023-10-11,西安,47.0,92.6,55.6,41.9,20.5,11.5,79.0
2023-10-11,南京,47.5,83.7,,14.3,10.5,11.5,93.0
2023-10-11,重庆,41.7,63.6,57.2,40.0,13.7,11.5,73.0
2023-10-12,北京,48.0,79.6,74.1,17.5,11.2,11.2,87.0
2023-10-12,上海,21.5,37.6,76.2,20.8,7.4,11.2,56.0
2023-10-12,广州,37.8,75.9,93.9,37.7,3.2,11.2,83.0
2023-10-12,深圳,35.4,58.3,54.1,39.9,13.1,11.2,64.0
2023-10-12,杭州,51.6,87.0,98.4,32.1,20.8,11.2,101.0
2023-10-12,成都,45.1,81.8,79.5,33.1,11.3,11.2,86.0
2023-10-12,武汉,30.8,60.2,83.7,30.2,12.6,11.2,70.0
2023-10-12,西安,43.9,70.1,73.7,54.2,13.2,11.2,82.0
2023-10-12,南京,32.8,57.7,95.7,11.7,4.2,11.2,78.0
2023-10-12,重庆,48.2,88.3,103.0,33.0,17.5,11.2,99.0
2023-10-13,北京,29.9,61.0,61.6,15.7,16.7,10.8,61.0
2023-10-13,上海,45.7,68.2,93.5,64.2,10.0,10.8,92.0
2023-10-13,广州,55.3,90.4,23.6,37.4,17.6,10.8,76.0
2023-10-13,深圳,48.4,75.7,66.2,30.6,19.2,10.8,85.0
2023-10-13,杭州,12.8,31.1,76.7,38.5,10.3,10.8,46.0
2023-10-13,成都,5.4,20.4,81.3,34.8,-1.4,10.8,39.0
2023-10-13,武汉,34.8,68.0,70.7,44.6,9.2,10.8,70.0
2023-10-13,西安,50.9,92.6,58.9,14.0,4.4,10.8,85.0
2023-10-13,南京,,121.6,71.8,31.6,8.7,10.8,111.0
2023-10-13,重庆,55.1,101.0,33.5,44.0,7.9,10.8,80.0
2023-10-14,北京,25.6,51.1,38.4,50.3,7.8,10.5,46.0
2023-10-14,上海,23.9,50.4,72.8,46.5,5.2,10.5,58.0
2023-10-14,广州,,98.9,34.0,44.1,15.4,10.5,79.0
2023-10-14,深圳,38.1,69.5,109.6,31.7,12.9,10.5,90.0
2023-10-14,杭州,36.2,65.9,53.4,33.5,7.2,10.5,65.0
2023-10-14,成都,68.9,115.2,38.2,49.0,11.1,10.5,98.0
2023-10-14,武汉,29.4,61.4,89.8,25.6,16.5,10.5,71.0
2023-10-14,西安,29.9,52.4,50.3,28.0,9.2,10.5,56.0
2023-10-14,南京,33.8,58.5,72.8,43.4,13.0,10.5,70.0
2023-10-14,重庆,48.1,77.4,50.0,42.0,12.0,10.5,78.0
2023-10-15,北京,25.7,50.7,79.4,25.2,13.8,10.1,63.0
2023-10-15,上海,34.1,61.4,68.3,34.9,11.4,10.1,68.0
2023-10-15,广州,35.4,63.5,75.3,44.5,7.9,10.1,73.0
2023-10-15,深圳,43.6,77.9,78.9,52.5,17.5,10.1,84.0
2023-10-15,杭州,23.8,36.9,70.3,31.7,19.7,10.1,57.0
2023-10-15,成都,38.9,74.4,79.4,31.2,11.8,10.1,78.0
2023-10-15,武汉,39.6,73.7,,20.0,22.5,10.1,80.0
2023-10-15,西安,26.5,48.3,121.1,17.4,11.0,10.1,80.0
2023-10-15,南京,42.9,80.9,64.0,37.1,10.2,10.1,77.0
2023-10-15,重庆,58.8,101.6,57.0,26.6,16.1,10.1,93.0
2023-10-16,北京,,45.4,88.5,24.7,12.8,9.8,71.0
2023-10-16,上海,23.8,50.7,74.8,33.2,-2.1,9.8,58.0
2023-10-16,广州,50.8,79.3,85.6,25.3,4.9,9.8,95.0
2023-10-16,深圳,36.0,62.8,81.8,41.3,18.7,9.8,76.0
2023-10-16,杭州,37.7,58.8,106.0,50.9,17.7,9.8,88.0
2023-10-16,成都,53.2,88.9,71.3,18.0,16.6,9.8,92.0
2023-10-16,武汉,20.8,40.4,76.1,37.5,14.1,9.8,55.0
2023-10-16,西安,38.8,72.0,95.7,18.6,2.1,9.8,85.0
2023-10-16,南京,55.3,94.5,97.9,36.5,8.0,9.8,106.0
2023-10-16,重庆,40.9,59.0,67.3,30.4,10.2,9.8,76.0
2023-10-17,北京,45.3,76.9,79.9,26.7,23.0,9.5,86.0
2023-10-17,上海,,70.7,63.2,37.2,3.9,9.5,72.0
2023-10-17,广州,57.0,87.5,60.8,39.8,13.2,9.5,93.0
2023-10-17,深圳,45.6,78.3,110.3,40.4,3.3,9.5,99.0
2023-10-17,杭州,37.7,74.2,93.5,42.1,12.5,9.5,83.0
2023-10-17,成都,65.4,101.0,73.0,47.1,15.9,9.5,108.0
2023-10-17,武汉,39.0,57.6,74.2,40.7,14.0,9.5,76.0
2023-10-17,西安,8.8,28.9,64.3,26.8,4.8,9.5,36.0
2023-10-17,南京,66.2,110.1,66.1,23.2,18.6,9.5,106.0
2023-10-17,重庆,37.3,67.5,84.9,40.5,4.7,9.5,79.0
2023-10-18,北京,17.1,34.5,85.1,25.9,7.5,9.1,55.0
2023-10-18,上海,42.7,69.4,84.9,38.6,15.8,9.1,85.0
2023-10-18,广州,54.6,90.8,61.4,28.4,9.4,9.1,90.0
2023-10-18,深圳,44.5,83.6,87.8,40.2,4.4,9.1,89.0
2023-10-18,杭州,55.5,92.4,70.4,47.3,9.6,9.1,95.0
2023-10-18,成都,,83.3,88.9,31.0,16.4,9.1,93.0
2023-10-18,武汉,27.7,48.1,31.8,50.6,9.8,9.1,46.0
2023-10-18,西安,38.6,67.2,76.7,25.7,10.1,9.1,77.0
2023-10-18,南京,24.0,49.0,102.1,38.0,17.5,9.1,70.0
2023-10-18,重庆,23.2,46.3,,47.8,8.7,9.1,57.0
2023-10-19,北京,56.7,82.9,87.9,55.7,4.2,8.8,103.0
2023-10-19,上海,44.4,77.3,41.0,34.6,11.2,8.8,70.0
2023-10-19,广州,32.2,61.8,40.7,27.2,14.9,8.8,55.0
2023-10-19,深圳,54.9,87.9,46.0,51.6,14.9,8.8,84.0
2023-10-19,杭州,12.8,25.4,67.0,28.4,15.3,8.8,42.0
2023-10-19,成都,21.5,44.3,37.2,24.2,11.3,8.8,41.0
2023-10-19,武汉,17.8,37.7,105.5,52.3,5.1,8.8,64.0
2023-10-19,西安,47.8,83.7,62.1,53.9,16.8,8.8,82.0
2023-10-19,南京,18.7,32.7,55.0,32.0,21.1,8.8,44.0
2023-10-19,重庆,63.3,102.9,46.6,21.7,15.4,8.8,95.0
2023-10-20,北京,33.5,67.6,37.8,43.8,23.9,8.5,55.0
2023-10-20,上海,46.1,76.9,65.4,31.9,9.8,8.5,81.0
2023-10-20,广州,31.1,53.3,75.0,26.6,9.0,8.5,67.0
2023-10-20,深圳,,77.1,66.2,46.4,9.5,8.5,79.0
2023-10-20,杭州,57.0,92.4,100.6,19.2,11.5,8.5,109.0
2023-10-20,成都,48.4,80.1,88.0,28.2,9.5,8.5,93.0
2023-10-20,武汉,47.0,86.0,84.7,31.0,23.2,8.5,90.0
2023-10-20,西安,42.6,76.1,48.9,32.0,18.8,8.5,71.0
2023-10-20,南京,14.8,23.7,117.1,41.8,12.0,8.5,65.0
2023-10-20,重庆,75.3,124.7,60.8,37.0,22.1,8.5,115.0
2023-10-21,北京,27.3,47.8,61.4,39.2,10.5,8.2,57.0
2023-10-21,上海,39.1,80.7,77.2,39.1,13.1,8.2,78.0
2023-10-21,广州,34.2,56.6,75.4,29.9,8.8,8.2,71.0
2023-10-21,深圳,25.2,49.3,93.3,29.7,3.7,8.2,68.0
2023-10-21,杭州,35.9,63.1,101.7,20.2,19.0,8.2,84.0
2023-10-21,成都,17.3,36.0,82.1,41.7,18.9,8.2,54.0
2023-10-21,武汉,49.7,78.1,75.8,55.1,6.7,8.2,90.0
2023-10-21,西安,48.5,78.1,84.2,49.7,14.8,8.2,92.0
2023-10-21,南京,48.4,85.2,105.6,26.2,10.2,8.2,100.0
2023-10-21,重庆,41.8,84.0,84.2,47.5,19.5,8.2,84.0
2023-10-22,北京,19.7,44.6,91.8,39.7,13.1,7.8,60.0
2023-10-22,上海,57.4,100.3,74.5,16.0,9.7,7.8,99.0
2023-10-22,广州,70.3,124.4,58.0,27.4,14.0,7.8,108.0
2023-10-22,深圳,52.3,86.4,63.3,48.6,12.3,7.8,88.0
2023-10-22,杭州,24.5,50.1,102.1,13.1,23.6,7.8,70.0
2023-10-22,成都,53.3,90.9,90.0,49.4,8.8,7.8,100.0
2023-10-22,武汉,60.3,85.4,,23.1,14.2,7.8,108.0
2023-10-22,西安,28.2,50.8,66.5,37.1,8.9,7.8,60.0
2023-10-22,南京,42.9,72.6,,39.1,13.8,7.8,96.0
2023-10-22,重庆,32.2,57.7,55.2,22.0,4.8,7.8,61.0
2023-10-23,北京,14.4,34.4,67.4,22.7,20.1,7.5,44.0
2023-10-23,上海,57.4,91.2,81.4,23.7,7.6,7.5,101.0
2023-10-23,广州,64.4,108.4,81.9,25.1,16.6,7.5,110.0
2023-10-23,深圳,39.1,61.8,91.5,44.2,13.2,7.5,84.0
2023-10-23,杭州,35.0,63.2,134.0,52.7,12.4,7.5,96.0
2023-10-23,成都,78.6,130.5,88.7,57.4,15.3,7.5,130.0
2023-10-23,武汉,49.8,84.6,75.1,35.0,16.1,7.5,90.0
2023-10-23,西安,37.5,65.3,60.7,43.6,5.8,7.5,69.0
2023-10-23,南京,11.4,13.5,89.2,28.2,11.1,7.5,49.0
2023-10-23,重庆,47.8,82.5,85.1,34.5,6.6,7.5,91.0
2023-10-24,北京,57.0,91.9,72.2,35.7,2.4,7.2,97.0
2023-10-24,上海,37.4,63.1,22.3,18.5,12.4,7.2,54.0
2023-10-24,广州,47.7,85.8,55.7,28.2,14.4,7.2,80.0
2023-10-24,深圳,16.4,24.4,21.4,28.0,21.6,7.2,28.0
2023-10-24,杭州,9.1,23.5,55.3,49.3,9.2,7.2,33.0
2023-10-24,成都,41.6,64.0,59.9,34.6,6.4,7.2,74.0
2023-10-24,武汉,,57.3,92.6,31.9,14.8,7.2,75.0
2023-10-24,西安,52.2,91.3,96.1,50.7,11.4,7.2,101.0
2023-10-24,南京,31.1,63.0,58.1,50.8,12.4,7.2,61.0
2023-10-24,重庆,47.4,79.2,86.1,37.2,16.3,7.2,91.0
2023-10-25,北京,31.8,57.1,91.1,45.5,13.0,6.9,75.0
2023-10-25,上海,55.9,92.8,72.9,17.4,9.8,6.9,96.0
2023-10-25,广州,39.7,75.6,66.7,15.9,19.7,6.9,74.0
2023-10-25,深圳,48.4,75.3,46.6,20.5,4.0,6.9,77.0
2023-10-25,杭州,29.9,55.8,56.2,40.4,13.3,6.9,58.0
2023-10-25,成都,,66.1,74.7,34.4,13.0,6.9,77.0
2023-10-25,武汉,39.3,55.1,58.1,57.4,9.8,6.9,70.0
2023-10-25,西安,41.1,68.7,65.7,38.6,4.6,6.9,76.0
2023-10-25,南京,38.9,66.9,78.6,16.4,9.6,6.9,78.0
2023-10-25,重庆,49.4,84.5,101.7,38.3,9.4,6.9,100.0
2023-10-26,北京,48.1,80.6,121.1,40.0,14.0,6.6,106.0
2023-10-26,上海,,79.7,83.1,33.4,18.3,6.6,82.0
2023-10-26,广州,44.5,79.9,38.4,27.6,7.1,6.6,69.0
2023-10-26,深圳,36.0,61.3,63.2,25.2,10.1,6.6,68.0
2023-10-26,杭州,33.5,59.6,68.9,35.2,9.3,6.6,68.0
2023-10-26,成都,35.0,64.9,76.9,43.0,9.6,6.6,73.0
2023-10-26,武汉,41.9,81.0,60.3,34.4,14.6,6.6,74.0
2023-10-26,西安,36.8,58.7,106.5,17.8,5.0,6.6,87.0
2023-10-26,南京,55.3,98.7,77.0,12.5,10.2,6.6,97.0
2023-10-26,重庆,62.0,98.2,67.1,44.9,17.9,6.6,101.0
2023-10-27,北京,71.0,112.4,56.1,39.9,12.5,6.3,108.0
2023-10-27,上海,15.7,36.3,34.6,24.8,14.3,6.3,33.0
2023-10-27,广州,42.9,78.3,46.2,45.7,10.8,6.3,70.0
2023-10-27,深圳,32.7,56.4,67.2,33.7,11.6,6.3,66.0
2023-10-27,杭州,37.0,62.4,106.2,34.6,15.3,6.3,87.0
2023-10-27,成都,29.3,48.6,82.0,27.9,14.6,6.3,68.0
2023-10-27,武汉,62.4,108.0,75.0,37.3,7.5,6.3,105.0
2023-10-27,西安,,100.5,77.5,4.5,8.9,6.3,101.0
2023-10-27,南京,35.1,57.1,86.0,46.0,11.6,6.3,77.0
2023-10-27,重庆,45.4,74.3,,52.4,16.5,6.3,80.0
2023-10-28,北京,69.6,112.3,77.4,36.7,8.2,6.0,114.0
2023-10-28,上海,43.8,71.3,83.9,40.6,11.6,6.0,86.0
2023-10-28,广州,62.3,105.1,52.8,21.6,12.6,6.0,96.0
2023-10-28,深圳,20.8,35.4,61.8,31.5,18.0,6.0,50.0
2023-10-28,杭州,18.7,32.9,90.8,8.5,15.4,6.0,59.0
2023-10-28,成都,45.2,66.2,96.3,38.3,23.4,6.0,93.0
2023-10-28,武汉,25.4,55.3,58.5,37.2,6.1,6.0,54.0
2023-10-28,西安,37.0,73.3,97.6,26.7,14.0,6.0,83.0
2023-10-28,南京,24.3,50.6,42.9,29.7,17.8,6.0,46.0
2023-10-28,重庆,65.9,107.4,82.6,37.2,14.1,6.0,112.0
2023-10-29,北京,36.9,66.2,92.0,18.8,13.3,5.7,81.0
2023-10-29,上海,31.2,53.3,65.8,38.4,11.8,5.7,64.0
2023-10-29,广州,48.5,85.3,63.4,48.7,18.3,5.7,84.0
2023-10-29,深圳,49.4,82.1,50.5,38.5,17.6,5.7,79.0
2023-10-29,杭州,46.8,75.9,57.0,49.9,8.7,5.7,79.0
2023-10-29,成都,40.4,71.8,105.1,10.0,10.4,5.7,91.0
2023-10-29,武汉,10.8,16.4,74.2,17.3,13.2,5.7,43.0
2023-10-29,西安,53.6,93.0,93.3,35.0,18.3,5.7,102.0
2023-10-29,南京,17.7,34.7,67.7,45.9,10.9,5.7,48.0
2023-10-29,重庆,51.4,80.7,52.6,20.1,13.3,5.7,83.0
2023-10-30,北京,26.7,55.9,69.6,46.2,12.4,5.3,60.0
2023-10-30,上海,29.7,46.3,85.5,45.7,9.3,5.3,70.0
2023-10-30,广州,34.0,66.4,67.2,47.2,14.0,5.3,68.0
2023-10-30,深圳,61.7,98.7,83.5,40.0,3.9,5.3,107.0
2023-10-30,杭州,38.2,65.5,56.2,41.6,10.5,5.3,68.0
2023-10-30,成都,67.7,115.2,104.5,32.0,2.8,5.3,123.0
2023-10-30,武汉,31.1,62.0,64.7,26.1,7.4,5.3,63.0
2023-10-30,西安,40.0,65.6,64.8,36.9,19.2,5.3,74.0
2023-10-30,南京,,43.7,108.8,21.2,14.2,5.3,78.0
2023-10-30,重庆,40.8,67.5,81.7,40.1,14.2,5.3,82.0
2023-10-31,北京,34.5,56.0,49.0,30.7,12.7,5.0,61.0
2023-10-31,上海,43.0,62.2,37.4,40.6,13.3,5.0,67.0
2023-10-31,广州,6.1,17.6,74.6,32.0,12.4,5.0,37.0
2023-10-31,深圳,50.9,85.4,35.5,46.5,8.8,5.0,75.0
2023-10-31,杭州,34.8,65.4,26.3,26.2,20.5,5.0,52.0
2023-10-31,成都,42.7,74.1,49.3,17.5,12.6,5.0,71.0
2023-10-31,武汉,40.6,77.6,99.4,38.8,9.7,5.0,88.0
2023-10-31,西安,27.0,51.3,94.9,29.3,11.9,5.0,70.0
2023-10-31,南京,57.3,91.3,82.8,38.2,17.2,5.0,102.0
2023-10-31,重庆,25.6,48.5,45.5,39.5,-5.6,5.0,49.0
2023-11-01,北京,57.7,103.5,29.4,24.7,6.8,4.8,81.0
2023-11-01,上海,44.9,77.8,69.1,28.8,15.8,4.8,82.0
2023-11-01,广州,,87.5,64.3,60.3,3.1,4.8,89.0
2023-11-01,深圳,41.9,77.6,88.5,41.7,6.1,4.8,86.0
2023-11-01,杭州,49.6,86.1,60.5,19.5,9.4,4.8,84.0
2023-11-01,成都,48.3,79.6,84.9,31.7,15.2,4.8,92.0
2023-11-01,武汉,26.1,42.9,78.8,29.8,10.4,4.8,63.0
2023-11-01,西安,48.1,79.4,94.5,40.5,13.1,4.8,96.0
2023-11-01,南京,45.1,67.4,98.5,54.1,13.1,4.8,94.0
2023-11-01,重庆,55.9,82.7,43.0,48.2,9.3,4.8,84.0
2023-11-02,北京,12.9,34.8,92.5,46.7,10.9,4.5,52.0
2023-11-02,上海,59.0,101.2,62.6,49.8,9.6,4.5,96.0
2023-11-02,广州,70.0,117.6,112.2,47.2,9.8,4.5,129.0
2023-11-02,深圳,54.7,98.9,75.0,45.4,7.8,4.5,96.0
2023-11-02,杭州,49.0,75.8,85.4,21.3,7.4,4.5,93.0
2023-11-02,成都,35.4,60.7,52.4,43.4,13.4,4.5,63.0
2023-11-02,武汉,58.5,94.0,65.7,26.0,11.2,4.5,96.0
2023-11-02,西安,22.8,43.4,59.6,56.3,5.8,4.5,51.0
2023-11-02,南京,28.9,50.2,119.3,37.8,18.6,4.5,82.0
2023-11-02,重庆,20.4,53.1,56.6,47.7,16.0,4.5,47.0
2023-11-03,北京,51.1,86.8,49.8,31.8,1.8,4.2,81.0
2023-11-03,上海,42.6,66.5,101.6,38.4,9.1,4.2,92.0
2023-11-03,广州,39.8,77.5,68.8,48.8,5.4,4.2,75.0
2023-11-03,深圳,30.1,56.1,,47.4,14.2,4.2,52.0
2023-11-03,杭州,31.7,57.0,98.1,7.4,6.6,4.2,77.0
2023-11-03,成都,65.4,110.4,72.0,27.5,16.6,4.2,107.0
2023-11-03,武汉,14.5,29.8,87.8,28.6,11.2,4.2,53.0
2023-11-03,西安,19.7,43.0,44.6,32.9,16.0,4.2,41.0
2023-11-03,南京,57.0,90.8,56.5,30.1,16.3,4.2,91.0
2023-11-03,重庆,44.2,78.3,63.4,23.9,8.2,4.2,78.0
2023-11-04,北京,27.8,45.5,83.0,32.1,16.6,3.9,67.0
2023-11-04,上海,47.0,85.0,122.9,41.5,5.3,3.9,106.0
2023-11-04,广州,39.2,72.5,64.5,36.1,6.3,3.9,73.0
2023-11-04,深圳,47.9,84.0,53.2,18.0,16.2,3.9,79.0
2023-11-04,杭州,44.3,79.1,98.8,39.0,15.0,3.9,93.0
2023-11-04,成都,43.9,83.3,70.7,52.4,26.2,3.9,81.0
2023-11-04,武汉,30.7,56.8,105.3,12.0,13.5,3.9,79.0
2023-11-04,西安,,65.8,64.7,37.7,14.2,3.9,69.0
2023-11-04,南京,40.4,80.9,87.6,41.1,8.8,3.9,84.0
2023-11-04,重庆,40.8,71.3,85.7,40.6,15.6,3.9,83.0
2023-11-05,北京,25.2,48.4,78.6,29.5,1.1,3.6,62.0
2023-11-05,上海,64.1,108.5,83.5,8.9,14.4,3.6,110.0
2023-11-05,广州,27.3,44.2,86.7,47.2,11.4,3.6,67.0
2023-11-05,深圳,18.2,39.2,71.4,42.3,16.3,3.6,50.0
2023-11-05,杭州,39.6,58.7,80.8,62.7,9.6,3.6,80.0
2023-11-05,成都,29.8,54.1,75.3,31.2,14.4,3.6,66.0
2023-11-05,武汉,58.6,106.3,114.4,38.7,11.2,3.6,116.0
2023-11-05,西安,42.0,67.5,107.1,17.4,9.3,3.6,93.0
2023-11-05,南京,,89.4,60.8,36.0,19.5,3.6,86.0
2023-11-05,重庆,38.8,70.4,120.3,36.5,12.9,3.6,95.0
2023-11-06,北京,40.5,64.9,33.7,27.5,13.2,3.3,62.0
2023-11-06,上海,28.7,50.9,96.9,53.5,2.2,3.3,73.0
2023-11-06,广州,51.1,89.0,56.5,32.6,13.1,3.3,84.0
2023-11-06,深圳,50.9,81.7,91.6,25.1,10.7,3.3,98.0
2023-11-06,杭州,47.5,90.7,91.1,43.0,13.0,3.3,93.0
2023-11-06,成都,16.5,42.1,90.7,24.9,9.5,3.3,56.0
2023-11-06,武汉,53.6,86.3,81.5,35.8,6.0,3.3,97.0
2023-11-06,西安,,81.3,67.6,42.5,19.0,3.3,82.0
2023-11-06,南京,,68.5,75.1,47.6,5.4,3.3,77.0
2023-11-06,重庆,9.0,22.2,66.2,37.0,9.7,3.3,37.0
2023-11-07,北京,55.6,92.0,76.5,42.4,11.0,3.0,97.0
2023-11-07,上海,40.3,75.1,74.4,30.8,5.3,3.0,78.0
2023-11-07,广州,10.7,41.3,80.3,20.0,9.3,3.0,45.0
2023-11-07,深圳,30.3,56.5,84.8,11.1,12.0,3.0,70.0
2023-11-07,杭州,31.3,65.3,67.0,11.5,14.5,3.0,64.0
2023-11-07,成都,46.9,82.8,21.7,40.4,11.6,3.0,65.0
2023-11-07,武汉,13.2,26.2,60.1,52.0,11.6,3.0,40.0
2023-11-07,西安,47.3,79.7,85.9,30.4,11.3,3.0,91.0
2023-11-07,南京,29.5,54.4,86.5,21.3,12.0,3.0,70.0
